title,price,imageUrl,productLink
Nike Air Jordan 1 Retro High OG White Cement (DZ5485-052) - AUTHENTIC!,$119.99,https://i.ebayimg.com/thumbs/images/g/a1wAAOSwhUBkWIk7/s-l300.jpg,https://www.ebay.com/itm/266294538723?epid=17055497789&hash=item3e006431e3:g:a1wAAOSwhUBkWIk7&amdata=enc%3AAQAIAAAAwEQkPhUVVPzLG5AzeGlnNTeTzrCxs0ZyRhNwKMXvla5oJVRM%2BM0VvDvspW845BDi7iJlY5YGYwznxaqmAv8Z1qK8kh%2Fh5nuMDTmC06iBUQHnzCpjNjR2cgBpQugrDDuUkVWHDRTgU9xE7fOQX9XN6%2B5gbS1AZQSy1xUPraJvlUARsXbZaTA2SrLip%2FLVJnrJ2aN148eS01Axrv7619F4faYjEBecxukDzCJL9K3q5QLYWIVNG9Wy32A%2FtSDTVI5TNw%3D%3D%7Ctkp%3ABk9SR8rjlbKYYg
Nike Air Jordan 6 Retro Alternate Hare OG White Red - Size 10 - NO BOX,$59.00,https://i.ebayimg.com/thumbs/images/g/f1sAAOSwSohkfKvn/s-l300.jpg,https://www.ebay.com/itm/185942946007?epid=5039812750&hash=item2b4b1030d7:g:f1sAAOSwSohkfKvn&amdata=enc%3AAQAIAAAA4L88vbSUEAtTK%2BnBQsL%2FpZI23cqjCvbm9Y5ZpthR01pVHwVN98mCRL2Mqy19sb3Z2zuKp%2FdBsX6gbxCkgtTiqQ1nf5KsmBiINwFHyxX4Zr8JQDHR%2Bv0zs9zk4X29WjtjQaVVRGliWYR8NnMGu5WY3dalwrpYs9eUhDleokj4wba9DjTxEQmH1fKQLMoXiWgolepVbe%2Bh2SB2kKz%2F90JrKG2MC7BlCEgp8RUz%2BhD%2Blv50fG8LMZQWyHgx46%2BdnYpCt75xYTL6i8bMBh1YA3vvP%2BqONV%2BoxpEnTb%2BV9n3cEZpx%7Ctkp%3ABk9SR8rjlbKYYg
Nike Jordan Tatum 1 PF Barbershop Jayson Tatum Ivory Men Basketball DX5574-180,$154.99,https://i.ebayimg.com/thumbs/images/g/0HAAAOSwf5tkZaBV/s-l300.jpg,https://www.ebay.com/itm/364260304436?hash=item54cf9b2634:g:0HAAAOSwf5tkZaBV&amdata=enc%3AAQAIAAAAwO7IV%2BMGNoFnTYmotncvZrKK2F5WvoE8gHylvMhWOH7ZyDvUkWba1%2B123BXuXBDLXdfysQqSHquyeE0kh8z80lBHijSEpNKyKvmBgCaVTrlHEcoHZ4DGdOW3bsQetjsGMFNsYW3mZ8r4L9IK0I8NPmOFrEqrqytd99e4p8ePFSSNDsknrGCRL45KBiIqVpK4a14BE8LVFct3cay8iUBNG9r1wjsjBb%2Fwg%2BvTdudLx7buRYkXjo2gqisVClR9CLdC2g%3D%3D%7Ctkp%3ABk9SR8rjlbKYYg
Nike Air Jordan 1 Mid 'Lakers' DQ8426-517 Men's Size 10 - 13 Shoes #114,$109.97,https://i.ebayimg.com/thumbs/images/g/bOoAAOSw5hFkTBZW/s-l300.jpg,https://www.ebay.com/itm/295663868041?hash=item44d6f09889:g:bOoAAOSw5hFkTBZW&amdata=enc%3AAQAIAAAAwJjfeY%2FlyByZ3tnr3hbV9bo144yZzxxS2JCc9U9OfZy51AIcLjaRZRgzwM5%2F82zWCJAOxPzat1jGaqGzZZWqJfaHrfgb4Y5dWM2EMX9Bi9Uof8dxcq2qA9IVQsQ4w9lHLCz2n%2FYDUdGAKC1Ms76tFubFOzGgunPKxgRRliEs1O0FZROcjMUfWcmEZ4drd2Ete26bQljB7GivQuvueDyBywfFzhNm9cP7aPRmaQrahnbLvh7z1veORrdx6xrJuN1y3g%3D%3D%7Ctkp%3ABk9SR8rjlbKYYg
"NEW Nike Air Jordan 1 Mid ""Aquatone"" [DQ8426-400] Men's - AUTHENTIC!",$99.99,https://i.ebayimg.com/thumbs/images/g/mzMAAOSwAftkdwUX/s-l300.jpg,https://www.ebay.com/itm/266280004274?epid=10060361134&hash=item3dff866ab2:g:mzMAAOSwAftkdwUX&amdata=enc%3AAQAIAAAAwDEVVMi5FjYW8tCO6F4AqL1lP6gOBCNHtq9miXntIdKr4i1n2BOEQVL4sCkC0fzzaQkYl57pd1R3lAcP5rTgHJHEc1gjZ2BI%2Fzju94xPruj1Ok%2FqRWKcDQb1GoN5NQepJEYLVhW%2F1u0rCPD0%2FYxA04bvr%2BtP5T8CJsvn8Cw9JDbnvLu0yGg4iM0ckHHt0r2RVNR69nK0iUyRl3VNson6cRiN3xeHqXcr2DXKVeUCYqpIDVglT%2F0l8RxJiqtOOcs6ww%3D%3D%7Ctkp%3ABk9SR8rjlbKYYg
Nike Jordan Air Ship PE SP Every Game Men Classic Lifestyle Shoes Sneaker Pick 1,$134.99 to $189.99,https://i.ebayimg.com/thumbs/images/g/ljEAAOSwH8hkbuDm/s-l300.jpg,https://www.ebay.com/itm/314610708176?hash=item4940426ed0:g:ljEAAOSwH8hkbuDm&amdata=enc%3AAQAIAAAA4P9dzGjv8jcaxxdFOOL2j5X7IeKgbSLfLM9U0TT%2FsrkK5eNp1OsFbgs5seLWQkwpgmMEAXW%2BUt6YXlbV4BUDSVU2xVZfrtLW7jDd7exMc3JQRukjMDh9layuqoNMX9yRzn4nMY4ia88l63pUgiDHHbwHgv8dRfG3vS%2FcDEmSpi1nDDOeBnRg8xywCEj450v4o0N53skbtw1Zb4RXQl7VlVl4s%2BDB2ePuaTh8ZYAbRwjo1BDPTpXvosVrclIdiwkCp8yxX%2FlXc0TDk9fHJm7ICkA5SiYbGg%2FMeUO9H%2FHyjQlB%7Ctkp%3ABk9SR8rjlbKYYg
Nike Air Jordan 1 High OG Spiderman NEXT CHAPTER DV1748-601 Men US 6 - 14,$275.99 to $421.99,https://i.ebayimg.com/thumbs/images/g/uAsAAOSwDI1kaEo5/s-l300.jpg,https://www.ebay.com/itm/404297438742?epid=25060757696&hash=item5e22015616:g:uAsAAOSwDI1kaEo5&amdata=enc%3AAQAIAAAA4ID9%2B4fxsUjQaN9jZ8kZ47TXAlDnKO2L7e0FKRf%2B8qMwQHW%2FMjckNRQzI0oU%2BCJIRS7ajOpiEPPntngHVcR1Xpp6wacsLHMmKPG8XMTcwICYm0CeZ%2ByKxcfLEsRZRVO4s6ueflgBFj8GUEG5%2F7qAjHRXgsHWZzI%2B1CULFjpZjEKBrxW0gpC6inB6O%2BBmn2HuBsh12mI0Zzcy%2Bxkur41joiBd9kiwEPfC%2FyERIcSWOZAluc9siTzhb4Qz9yLGZLOhvL%2F5a7ehDsTeCT23oNXWBwvGb8hqxD1RyVfYW7rzt0Wp%7Ctkp%3ABk9SR8rjlbKYYg
Nike Air Jordan 1 Low Smoke Gray/Black/White 2020 Sneaker Mens Shoe Size 10.5,$71.00,https://i.ebayimg.com/thumbs/images/g/ID8AAOSwxixkUYSm/s-l300.jpg,https://www.ebay.com/itm/334910698114?epid=12052269131&hash=item4dfa3bb282:g:ID8AAOSwxixkUYSm&amdata=enc%3AAQAIAAAAwDlSs19Q%2FH4VCXHkpODhN08yX4YYJqsl5ufuaFvLOv7AD6bsfeyelx%2Br1RpDYTXuOe2cYunzrgGnKsQP6PalNA1IgfC8lmHQR3HwlnqZ9GyjHWBURF1YseItUgpFDgpyWQUZ%2F6DB%2F%2By1h2rJBPSqysiAUtItGvPt6b8bCqTNyVj%2ByFE5Y2xbPHRECa39d9MS2MJdH59fKqcW9eDkRN6MteK55YqfLo2S6S7xBKl1NUrim38J1wN%2FcAzqixV1FVrn2w%3D%3D%7Ctkp%3ABk9SR8rjlbKYYg
Nike WMNS Air Jordan 1 low SE UTL Utility White Black Red Women’s 9,$10.00,https://i.ebayimg.com/thumbs/images/g/ULoAAOSwn-NkcPDd/s-l300.jpg,https://www.ebay.com/itm/275905066053?hash=item403d393445:g:ULoAAOSwn-NkcPDd&amdata=enc%3AAQAIAAAA4BK6B2F3ZCxGQrnDJHd%2F4o4CRwhdDX%2B3vcbtvzjCp7CTFrwWqORDBgVCK20F5KXQCjfo2CTdhgv%2BlIKlQjEDcev1KaWCybSMVZCZ%2B7TmagkNBD%2BTJu9vNhcFc5oqYUfRhKjpQoYJguQJa4UQZ9coULI0NfmKTU1ev6gjLvQhWWdj%2BwaWX2nQNGrcgSntZNVnwc5JNDVlwcfLQ7sZzBFg%2B7PkyB%2BzHojO4IeJYInrUv5zXmoD%2FEsGCrkOP5UpjAuoz7TUTmzdKyjOZygztqvTzJvg3GUSN%2Boml8Yx7%2BA774SU%7Ctkp%3ABk9SR8rjlbKYYg
Nike Air Jordan 1 Low Tokyo 96 University Blue DZ5376-469 Size  Brand New,$170.89 to $195.36,https://i.ebayimg.com/thumbs/images/g/yoEAAOSwAftkfmGK/s-l300.jpg,https://www.ebay.com/itm/385657358985?epid=6056405646&hash=item59caf84a89:g:yoEAAOSwAftkfmGK&amdata=enc%3AAQAIAAAA4NVh7pqylMiV1L2wjj8%2BxnBvWCKKce4k0RPgNMOcdljs%2BdJN2ItmkGhqkmw%2FKl7fmXaGpNpUDE4TyIP0g7vcjTD4sNPYBNF3VNvpK9j%2FpU0oSVOnnE0Frb1R6kjns3i9SGLyuhMB4hIttm7yinxk80zy8iFOcuPo8d0Q94IuU04o4jZQrPt6Wgi3TBkM7FRT4ZhBtcNAa88zkifR5WAGwt5UiDAp06yMZbwJtqOmrMJD5kpZ6w9imI%2BTj4MzkF6Vw4RAPYfa8Qxr%2FHXn7EIfWQ5dj8mrOSjsdUTUyUQt1lCl%7Ctkp%3ABk9SR8rjlbKYYg
2021 Nike Air Jordan 4 Retro University Blue UNC Black CT8527-400 Men's Size 12,$185.50,https://i.ebayimg.com/thumbs/images/g/M0sAAOSwDFhkbBsa/s-l300.jpg,https://www.ebay.com/itm/155607280478?epid=11051938584&hash=item243aeaab5e:g:M0sAAOSwDFhkbBsa&amdata=enc%3AAQAIAAAAwMLEEXcJ0tnbAGkwFz07cw46Q31Kp%2BrLAY7f0GprD%2B9RQ4tjTZiO1fSTykPjmwzzMzMAIYqnoeWD2M81SknAjEA%2FXBTRMbMRRYntdea8oXRqdwKJv0sZRWt4bg1N5N%2F4MSojFgKRq2U2BKE%2F7%2FrnOhJTzD4%2FxiOspLaI0Bc7SfEVwX%2B5DrWVxGNB06UfOirFeok5ut4wvM%2B3sorxnn2hGDWblKsfjS2crspSn%2BlsaM53z4O%2Fh3pVFO1zUPEZ87uM8w%3D%3D%7Ctkp%3ABk9SR8rjlbKYYg
Nike Air Jordan 12 XII Low 'Playoff' DH4120-010 Men's Size 8 - 13 Shoes #103,$139.97 to $150.00,https://i.ebayimg.com/thumbs/images/g/x9oAAOSwe85kAUOQ/s-l300.jpg,https://www.ebay.com/itm/295325744459?epid=9045631921&hash=item44c2c93d4b:g:x9oAAOSwe85kAUOQ&amdata=enc%3AAQAIAAAA4FAPiDlt4V%2FjKZa53SVJgK6jTbi2FJ2vwKlijCXllD8tcb8%2BRImDozvo63Mx0ufaMbtkj%2B%2FJZ%2FjObLZOhTxXlnTelbxPSMdbIRppg4bLNmz7BZY7ycjC0eZxvPv2kRsG3QYBy2%2Fk%2FRBkMgP2zcAQd0by1Ww5em%2BMrQ3LZLm8U8%2B6tglvjl0d7Pzzzbhg5XAxUNgDMyA8vWnJyv8qXzNCADKlFNqppcYyYLKVK93jPvghxXJRG91edylDcifhmnrNInLWyJ6QalwDhYI2K7UFUfcQhV0lvGNiBV2gsjjq6Izs%7Ctkp%3ABk9SR8rjlbKYYg
Nike Air Jordan 1 Low Men / Unisex Classic Casual Lifestyle Shoes AJ1 Pick 1,$119.99 to $179.99,https://i.ebayimg.com/thumbs/images/g/8x4AAOSws-5kiVTa/s-l300.jpg,https://www.ebay.com/itm/314461853911?epid=13054584474&hash=item49376318d7:g:8x4AAOSws-5kiVTa&amdata=enc%3AAQAIAAAA4LiveX95fMMq7FXRS0IcY1Bv2I%2BXycBGKcx4jMFFmbG7Ph4QiZImyurr3GpgrLygztCsqR8P4YBgJUFS2opQyYOnbQV5JocNit5v2T7vub99Rt1MopcRhmGwR9F8zKKn94F%2B1ny26zuE5dBXDKY949pa0%2FEDPWw0L3rawUqVJojWMyTnPBUGop%2FfrqqF5iKjPt8RdD2MndoAmmG5Vg9rReguD5VEinrvyvJx2rSHn5TcqoktsDprgXfydHq7z03368ELngzZ60VlaZoMurt98dNE5eBGq0rP7HxBp2TaTepH%7Ctkp%3ABk9SR8zjlbKYYg
Nike Air Force 1 Custom Shoes Black Shoes White Line Splatter Sneakers All Sizes,$208.94 to $256.44,https://i.ebayimg.com/thumbs/images/g/ZXAAAOSwvzxjvunF/s-l300.jpg,https://www.ebay.com/itm/225345586061?epid=5045642385&hash=item3477a4c38d:g:ZXAAAOSwvzxjvunF&amdata=enc%3AAQAIAAAAwA8IzozQ5kLTVQAz6y5PfzO2LQh%2FxDII%2FT86iwe5Bo3%2FimhwttZATrD3C1R7o6LrkzdcWCFS6cL3yKq8GWlU7T%2BCJJezGD%2BF4ZYqijRlXYzhw4NLFuGn3eNcHfk%2B8azOftvor6O5RfAQCSoIv1NSx4sFReYmi1iLB8uhpF%2BmWvmTQyHzM8MNaUoXvDHyTTgMDpc6RcWixq%2Fb3MtFlzcm7l4opGBP4jArrw0zA6%2Bo%2FKHajEEOi6vIo4IhNUts22ON9g%3D%3D%7Ctkp%3ABk9SR8zjlbKYYg
Nike Air Jordan 1 Mid Multicolored Swoosh Red White Black 852542-146 Size 10,$25.00,https://i.ebayimg.com/thumbs/images/g/AMYAAOSwVCVkb9Gg/s-l300.jpg,https://www.ebay.com/itm/266298293798?epid=16039798292&hash=item3e009d7e26:g:AMYAAOSwVCVkb9Gg&amdata=enc%3AAQAIAAAA4EZl9KPja2%2BPc%2FntJF3Wc5uAVERLW8%2FIpxxSeGDaxTaAZtUxEX7aaDKVjUPMrBkaBm1pkz9q6AOEJlEGDW1fKSs3Hm5S8IqHYe5coLjF0QCAu2uf1DfoU8l84efBEJy2EQou%2FFLEHi1N5zJ03gWyn7odyCpgW2hzAVFoGvzuVFEftbog5zcP%2FLHZIEdaC%2FM4fKbdhqQzHdwyZtalCE6QU8%2BnfX8q%2B%2B1L7Z5GZSNErE2xEhwlKiuqE%2Fm6d9v3HOtp0p6r%2BCK9skU8muiflQyzaLmOaWX%2F0FyK%2Ff49nVljXvWg%7Ctkp%3ABk9SR8zjlbKYYg
Nike Air Jordan 1 Retro,$27.60$50.00,https://i.ebayimg.com/thumbs/images/g/-NYAAOSwT7VkdrGJ/s-l300.jpg,https://www.ebay.com/itm/334907085086?hash=item4dfa04911e:g:-NYAAOSwT7VkdrGJ&amdata=enc%3AAQAIAAAA4EjFRoU0HLRz7GEFhyRkorejX5YTgBKanoc8X8MGEFOvgJoeDZwTtXnGujCSKsk%2FS6qwKneYF%2B3Xd5nWy2XXZzKskQahMLubObzId%2FUBTiYav%2Bql4EsCxZ4zVX6ZaH%2BAHYwlZW4ODiwxSbGl%2Bzva1ojdtN1TWPB1VGACbm2i686hJFSQaBTsq7hPT7es0fgdfFIMmCBkJb%2F8nnL8YUQVOb7dkl1jGHk38w2b0zze4IOab6fsyNBDNyEHJN1i0EBw33nMIY2%2FGnoqHj4Jyo2GNAJp1%2Fk96zrhCmsks0Tjj0ai%7Ctkp%3ABk9SR8zjlbKYYg
Nike Air Jordan 14 Retro Wolf Grey Sport Blue Men's Sneakers 487471-004,$29.95,https://i.ebayimg.com/thumbs/images/g/SmcAAOSwlYtkb8oS/s-l300.jpg,https://www.ebay.com/itm/115833783012?epid=22039804828&hash=item1af83b42e4:g:SmcAAOSwlYtkb8oS&amdata=enc%3AAQAIAAAAwLDssl8m3z1KmJN07ZNLrFYFq4jnHRUWERyfhoYE9vCU4tU0LJZvFCcXGCscLeDmD1pE5zdCYJiwdXhC0PfQDgLR6k%2FMQjjxOK5vZswyP9iUIqpOkk2mW%2BljgstCWUgT3aZCUD9RtdMg6%2B7mkb6t7RrXhQ9Tyl9kZCYcS9eCppoe6Lkij3RiT%2FI4g7qLpwM%2BFmXhYIiK2DSHivmnd2kZQ8RVB8rdcr4k8XcRkjF9nKTpVGeTLZDeTOc7MBTDqM6aew%3D%3D%7Ctkp%3ABk9SR8zjlbKYYg
Sz 4-14 Nike Air Jordan 3 Retro Wizards White True Blue Cement Grey CT8532-148,$144.99 to $279.99,https://i.ebayimg.com/thumbs/images/g/NS8AAOSwzhNkSOE~/s-l300.jpg,https://www.ebay.com/itm/185871059581?epid=19057813070&hash=item2b46c74a7d:g:NS8AAOSwzhNkSOE~&amdata=enc%3AAQAIAAAAwP3kwFTvQ76ae%2Fdb29WvluZyhz51b6jkMCs%2BbByzYqEYnK%2FRDbttCBzSmd8HN7KOriPgy502YKiraV7qo4jqRdqudu22tHUyZNrMRKKqvx%2FC3IQLt7FG0uQ2WQ6e754FNVcLCPUWfsNiALFObphhcuM9s8ZnXWzgubu53xkyobueTIJOKfNN1HjrkLWFGQaFWQ30mBN1QJm2ZPb4E1pIq9fsI718evMPRoL0dcDwcU8QAaWWbEMxUGwCqKTCz71zdQ%3D%3D%7Ctkp%3ABk9SR8zjlbKYYg
Nike Mens Air Jordan 1 Mid 554724-125 Multicolor Basketball Shoes Sneaker Sz 9.5,$58.49,https://i.ebayimg.com/thumbs/images/g/5McAAOSw2PZkfuqn/s-l300.jpg,https://www.ebay.com/itm/204366510550?epid=17039801515&hash=item2f953179d6:g:5McAAOSw2PZkfuqn&amdata=enc%3AAQAIAAAA4OupJA6m18u32tvBNvShNUO%2BXGVDVRagEN1PcGEtqKOMg%2FmBGfZm%2FJZV%2BM9WK1poH6E%2BzJMhUMwbWi%2BxUnIIKQvXVmj%2F1e%2F7PHiJN7uRNh%2BHGuhZc3wDYRkdlJVA8TmSUBkgiMHadXi3k6AeKsn2X6H7pXIlKwViG2sZRXoQM1Yptwuz3sbFMy2teAN5jgPFRwT%2BhYNZ%2F5RBvg4TLUKJ%2FPGYf9vwMQVlw9ACgb2QxCE4oru8NotmolOBjXQYJp6NRIRVrXSp8j8MoVpuwCXM%2B18bjt5H3ioQS0cOjFVZG3nN%7Ctkp%3ABFBMzOOVsphi
"2006 NIKE AIR JORDAN ""BUZZER BEATER"" TANK VEST JERSEY RETRO OG DS VTG BNWT (M)",$47.09,https://i.ebayimg.com/thumbs/images/g/AmIAAOSwDndkNCkU/s-l300.jpg,https://www.ebay.com/itm/285228789871?hash=item4268f5f06f:g:AmIAAOSwDndkNCkU&amdata=enc%3AAQAIAAAA8JtXS9KJBmg3tVnMyxEygnlTWKvp0hl71BIh2JZ06t1hUHT5NjvnWj%2BaVvGlGGubDi17fO%2ByJMa5aAdAyYI%2BuJUqtx83rP5Yd45a5KvO%2FNInJJ3kmEO70uED2mFKoVyWAq0lRNXONgXdCBkOflT%2Fqu405S1RueGTHvXzdsk7c2EQtsa7CtfAKcdHEt8iTj6FHVvDKEvY8vVSFNOPw9n0UuiIeqVeUkmATElpKATgnmZ50nYv%2Fucw2M9yljnfc8jgmGR%2FeAx24inUNzFtWbPq8h%2Fwa4BvJbShIUiFP79yJtW3cZdDoWxpUWndRCfzkp7eCA%3D%3D%7Ctkp%3ABFBMzOOVsphi
